888.950000	1568.500000	99.939000
341.020000	2.548400	88.662000
358.150000	1.148300	78.627000
338.290000	4.317300	81.877000
400.390000	2.896100	46.667000
627.060000	3.399800	3.289600
421.500000	0.696420	12.182000
762.880000	622.960000	0.223770
638.940000	2.063100	44.302000
408.830000	2.475800	41.399000
459.280000	1.192600	46.955000
584.350000	1.625400	37.721000
708.180000	0.925310	6.135700
738.240000	1.416700	2.254500
409.740000	2.510400	46.694000
419.410000	2.874200	80.154000
552.240000	403.340000	99.504000
334.510000	1392.200000	99.305000
355.030000	1.445600	15.182000
703.220000	0.918130	9.758400
522.100000	1.887200	70.243000
604.920000	0.738590	32.464000
492.480000	1.605800	47.205000
466.910000	1.568700	92.428000
553.870000	1.566100	46.881000
584.010000	0.338190	38.068000
460.100000	3.901400	10.243000
533.410000	3.922600	39.143000
845.980000	3.374900	33.161000
749.840000	2.037700	2.652000
574.470000	1.769300	24.967000
412.880000	1.927700	47.385000
442.570000	2.723200	87.154000
25.360000	1681.800000	99.539000
635.710000	2.239100	44.606000
99.665000	1920.200000	95.983000
454.160000	1.142600	84.286000
402.750000	0.568080	50.833000
202.570000	4.161900	69.605000
418.950000	0.841270	11.889000
367.140000	1.139300	80.060000
367.890000	2.274300	79.611000
233.760000	4.286500	11.062000
704.890000	2.422300	58.780000
1048.800000	1391.200000	99.538000
630.690000	3.623000	43.921000
600.180000	1.022800	34.741000
879.860000	509.360000	0.134860
642.200000	0.837080	18.264000
138.900000	902.170000	0.616760
643.860000	2.841000	17.246000
1166.900000	307.980000	0.080436
427.410000	2.091000	80.430000
654.240000	3.437400	26.562000
788.340000	1.023100	42.132000
1156.400000	82.585000	99.573000
1144.800000	4.128200	29.338000
364.950000	0.376820	80.459000
569.370000	1.629000	30.102000
499.910000	4.087900	47.316000
471.970000	3.068800	61.093000
455.680000	3.493300	87.185000
353.950000	0.588740	87.983000
340.440000	3.076000	88.726000
671.980000	1020.200000	99.800000
130.040000	1664.300000	0.398420
465.560000	1.562500	46.914000
293.270000	0.967880	20.727000
696.510000	0.554070	72.689000
885.920000	1.936400	44.517000
712.530000	1.153600	17.737000
1164.500000	2.393400	94.913000
341.240000	3.837800	89.306000
380.620000	4.456200	80.532000
999.640000	44.827000	0.172190
479.250000	455.850000	99.414000
480.520000	1.543900	56.925000
784.160000	392.020000	0.609210
160.050000	1833.300000	99.969000
841.740000	0.386320	26.259000
790.670000	331.910000	99.947000
351.310000	2.385000	82.210000
829.580000	1105.500000	99.651000
382.000000	4.464200	88.394000
533.770000	1.127000	36.791000
322.440000	4.215600	82.747000
288.400000	0.854850	79.328000
589.100000	1859.100000	0.151670
415.060000	4.324900	81.377000
401.220000	1.327500	12.070000
153.410000	4.121900	13.710000
114.680000	3.866900	59.974000
476.420000	2.127600	47.798000
751.070000	3.580400	90.573000
461.600000	0.566940	71.005000
357.030000	2.379100	81.064000
718.800000	4.146500	29.828000
869.330000	2080.600000	2.181500
526.080000	2.381900	39.663000
810.480000	1214.000000	99.862000
196.740000	945.030000	0.663160
340.790000	3.844500	29.647000
314.260000	4.300600	97.964000
423.910000	2.279900	5.116800
373.690000	1.443400	80.627000
370.720000	1.257900	80.317000
746.180000	1.012100	26.541000
1061.900000	2.273500	21.591000
343.130000	2.097800	88.774000
472.990000	0.888150	64.896000
712.980000	4.153200	35.974000
364.830000	0.673760	79.087000
388.950000	15.569000	0.150550
406.370000	1.948300	41.390000
757.570000	1365.100000	99.988000
472.800000	3.847800	5.154800
522.170000	1.253700	69.331000
281.830000	2.707800	90.700000
145.180000	1.014600	70.353000
343.610000	1.675000	80.408000
215.750000	1661.000000	0.027015
573.890000	2.097500	7.525300
911.920000	2.021900	14.738000
360.590000	1.278100	19.501000
943.320000	1372.400000	99.952000
343.350000	4.395900	48.127000
864.070000	1360.300000	99.251000
0.899460	1564.000000	43.559000
288.940000	955.570000	99.632000
945.160000	0.074941	16.205000
405.580000	4.487000	46.676000
472.860000	4.267300	44.479000
1004.900000	55.681000	0.342390
279.430000	1551.100000	0.313420
344.780000	1609.300000	0.496290
742.420000	772.970000	0.379950
1033.300000	1.724100	3.993400
464.290000	2.529100	51.176000
363.670000	0.506780	79.097000
268.970000	1532.200000	0.000985
188.670000	0.189140	56.783000
575.030000	416.320000	99.823000
124.930000	1699.200000	98.092000
110.010000	2.971400	68.436000
958.560000	1.007300	15.315000
343.760000	2.530900	88.724000
903.220000	0.350540	42.266000
393.570000	1.169400	95.274000
487.660000	2.970600	45.966000
956.280000	3.415400	14.143000
665.710000	1.101500	22.235000
679.760000	1578.800000	98.908000
444.880000	0.614520	57.361000
962.930000	861.970000	99.908000
704.380000	435.580000	99.062000
151.400000	1451.700000	99.923000
390.680000	3.838400	83.329000
733.870000	3.794000	22.554000
476.540000	2.068100	62.885000
719.130000	1.190800	6.079200
476.880000	3.609200	61.259000
476.840000	3.123400	81.552000
555.840000	765.600000	99.897000
719.960000	4.413000	39.224000
755.950000	1373.100000	99.633000
396.760000	2.202900	91.751000
617.770000	1.948000	37.055000
753.910000	1.889400	35.165000
108.380000	0.209760	97.992000
202.660000	2.704900	53.534000
338.520000	2.146800	88.277000
408.610000	1293.700000	99.897000
405.040000	1.203900	47.361000
331.980000	1190.500000	97.556000
625.760000	1.939500	33.966000
316.210000	3.440700	95.661000
394.750000	1210.300000	99.956000
140.370000	1323.900000	99.927000
268.170000	1531.800000	0.086848
331.340000	1190.900000	96.893000
113.690000	1.720100	49.596000
447.760000	1.318200	45.249000
851.550000	3.872200	32.495000
926.630000	1453.300000	99.871000
558.710000	400.840000	99.923000
391.880000	3.650100	0.094431
604.230000	1.165000	11.744000
622.570000	508.290000	0.904190
445.220000	1.583600	59.442000
389.820000	1.316300	80.362000
21.512000	0.637310	70.724000
438.900000	4.269700	80.632000
189.960000	2.264700	69.585000
44.419000	1217.100000	99.961000
506.920000	3.953800	64.164000
477.220000	1.554600	99.332000
476.080000	0.577150	57.624000
459.310000	1493.100000	0.199140
569.740000	461.240000	99.849000
945.090000	4.364600	17.749000
450.990000	1155.300000	99.720000
819.440000	1154.600000	99.443000
611.960000	3.717200	6.979000
500.300000	0.177710	14.309000
414.520000	3.899000	14.063000
734.910000	0.231310	1.425400
143.600000	1691.100000	99.680000
898.590000	1.730000	76.091000
246.270000	1.449700	47.776000
305.470000	1089.800000	99.772000
242.340000	3.147300	49.558000
855.470000	4.320000	15.420000
710.020000	535.140000	0.914850
506.620000	1.314400	71.589000
476.620000	2.016600	64.773000
977.690000	2.476500	54.929000
501.090000	0.907240	44.355000
343.690000	621.510000	0.119110
572.520000	1.603400	30.245000
216.310000	1.134300	13.239000
552.450000	3.845700	59.601000
254.400000	0.922730	99.176000
499.910000	0.463840	44.354000
409.980000	3.171500	12.800000
639.030000	0.473290	2.247000
511.530000	3.375000	36.832000
641.210000	4.153400	20.333000
349.000000	1.712900	80.659000
842.450000	1941.300000	96.363000
640.190000	1359.700000	99.887000
368.210000	571.990000	0.063216
476.810000	1.732700	63.015000
408.900000	2.541600	41.291000
516.210000	2.902100	86.852000
428.990000	3.729000	51.331000
423.640000	1.707600	58.304000
411.590000	3.186900	47.709000
257.440000	4.018900	98.103000
410.850000	1.631500	47.654000
926.450000	2013.800000	0.590610
265.380000	0.368830	69.518000
838.940000	0.323160	62.861000
469.770000	2.215100	88.548000
473.660000	3.162300	81.443000
362.750000	2.462100	88.516000
646.700000	0.564990	39.621000
311.590000	2.281000	70.869000
777.790000	1367.900000	99.901000
514.020000	1.065800	71.895000
608.820000	3.424900	34.856000
453.050000	3.474500	94.226000
438.370000	1.051700	79.753000
587.130000	0.366450	5.084800
472.990000	0.209040	99.229000
1100.900000	2.001500	18.265000
421.380000	1231.400000	99.501000
662.880000	3.208800	44.289000
1040.900000	2.849300	97.179000
631.360000	0.385690	26.398000
799.980000	0.767680	37.532000
335.330000	2.527400	80.382000
715.090000	772.270000	0.037457
703.680000	2152.700000	99.657000
377.460000	2.586100	80.146000
207.810000	3.861200	69.413000
584.090000	1.611900	44.509000
351.010000	1.966700	82.122000
633.920000	2.337600	45.449000
363.240000	3.363700	80.407000
761.260000	1359.800000	99.894000
650.750000	0.037491	44.460000
581.210000	2.244700	39.980000
558.830000	1240.500000	99.303000
662.840000	4.176500	71.124000
530.730000	3.131900	40.008000
291.120000	2.043400	98.912000
816.230000	3.993500	2.079100
268.980000	1536.000000	0.098366
241.520000	1.073600	47.427000
636.310000	1047.800000	98.833000
805.790000	3.961200	19.547000
813.040000	3.842500	36.793000
804.340000	428.110000	0.680180
46.708000	2126.900000	0.050413
1016.900000	1450.500000	97.369000
291.880000	1038.400000	99.901000
573.340000	3.922100	44.476000
630.640000	2.544600	1.550500
401.860000	3.923100	50.269000
688.540000	2.462500	4.309800
297.120000	3.978800	58.706000
1053.500000	2.386400	3.265900
55.549000	0.832900	70.606000
258.460000	0.208790	99.925000
715.660000	770.430000	0.092587
417.420000	1.669700	13.068000
32.705000	0.920980	70.208000
255.430000	0.127810	99.571000
851.290000	0.818510	14.005000
751.340000	2.613000	91.252000
930.880000	1.642100	16.267000
713.150000	780.700000	0.112240
124.190000	1789.600000	99.954000
109.490000	0.333300	68.929000
647.770000	4.229600	37.462000
619.470000	2.833300	48.989000
246.100000	2.034800	46.602000
1199.000000	1074.000000	53.418000
